피시험자 ID,신장,체중,연령,성별,Seat Pos Index,,,,,,,,,,,
2021-01-29-28-528,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-544,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-559,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-590,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-606,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-622,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-637,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-653,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-668,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-684,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-700,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-715,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-731,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-746,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-762,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-778,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-793,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-809,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-824,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-840,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-856,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-871,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-887,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-918,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-934,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-949,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-965,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-980,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-28-996,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-012,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-027,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-043,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-058,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-074,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-090,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-105,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-121,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-136,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-152,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-183,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-199,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-214,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-230,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-246,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-261,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-277,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-292,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-308,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-324,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-339,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-355,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-370,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-386,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-402,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-417,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-433,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-448,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-464,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-480,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-495,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-511,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-526,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-542,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-558,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-573,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-589,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-604,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-620,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-636,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-651,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-667,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-682,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-698,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-714,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-729,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-745,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-760,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-776,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-792,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-807,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-823,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-838,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-854,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-870,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-885,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-901,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-916,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-932,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-948,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-963,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-979,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-29-994,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-010,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-026,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-041,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-057,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-072,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-088,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-104,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-119,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-135,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-151,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-167,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-183,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-198,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-214,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-229,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-245,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-261,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-276,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-292,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-307,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-323,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-339,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-354,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-370,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-385,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-401,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-417,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-432,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-448,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-463,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-479,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-495,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-510,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-541,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-557,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-573,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-588,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-604,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-619,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-635,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-651,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-666,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-682,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-697,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-713,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-729,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-744,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-791,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-807,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-822,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-838,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-853,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-869,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-885,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-900,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-916,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-931,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-947,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-963,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-978,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-30-994,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-009,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-025,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-041,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-056,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-072,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-087,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-103,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-119,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-134,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-150,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-165,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-181,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-197,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-212,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-228,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-243,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-259,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-275,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-290,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-306,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-321,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-337,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-353,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-368,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-384,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-399,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-431,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-446,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-477,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-493,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-524,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-540,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-571,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-587,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-618,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-633,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-665,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-680,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-696,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-711,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-727,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-743,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-758,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-774,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-789,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-805,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-821,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-836,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-852,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-867,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-883,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-899,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-914,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-930,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-945,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-961,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-977,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-31-992,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-008,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-023,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-039,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-055,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-070,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-086,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-101,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-117,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-133,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-148,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-179,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-195,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-226,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-242,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-273,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-289,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-304,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-320,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-335,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-351,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-367,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-382,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-398,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-413,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-429,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-445,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-460,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-476,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-491,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-507,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-523,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-538,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-554,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-569,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-585,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-601,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-616,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-632,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-647,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-663,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-694,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-32-710,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
